400.000000,144.000000,8,432.000000,161.000000,6,483.000000,105.000000,8,452.000000,342.000000,4,386.000000,121.000000,7
275.000000,231.000000,4,291.000000,211.000000,3,330.000000,206.000000,6,336.000000,227.000000,10,268.000000,136.000000,4,241.000000,66.000000,3,125.000000,3.000000,9,115.000000,14.000000,3,70.000000,61.000000,6,111.000000,180.000000,4,149.000000,194.000000,2,25.000000,217.000000,6,326.000000,352.000000,10,261.000000,296.000000,6
321.000000,124.000000,3,324.000000,71.000000,2,331.000000,97.000000,10
165.000000,298.000000,10,164.000000,375.000000,6,156.000000,426.000000,4,60.000000,469.000000,5,44.000000,348.000000,6,48.000000,317.000000,4,292.000000,474.000000,2,139.000000,242.000000,7
